"Date","Site","Plot","Quadrat","In.out.quadrats","In.out.transects","Species","Number.of.plants","Number.of.flowers.1","Number.of.flowers.2","Number.of.flowers.3","Number.of.flowers.4","Number.of.flowers.5","Number.of.flowers.6","Number.of.flowers.7","Number.of.flowers.8","Number.of.flowers.9","Number.of.flowers.10","Notes","year"
2019-06-19,"401 Trail",1,"B","in","in","Claytonia lanceolata",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",1,"C","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",1,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",2,"D","in","in","Mertensia fusiformis",3,3,2,7,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",2,"C","in","in","Mertensia fusiformis",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",2,"B","in","in","Mertensia fusiformis",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",2,"B","in","in","Claytonia lanceolata",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",2,"A","in","in","Claytonia lanceolata",22,2,2,1,3,3,2,2,1,2,1,"",2019
2019-06-19,"401 Trail",6,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",6,"C","in","in","Pseudocymopterus montanus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",6,"B","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",6,"A","in","in","Taraxacum officinale",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",6,"A","in","in","Pseudocymopterus montanus",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",4,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",4,"C","in","in","Mertensia fusiformis",3,4,5,4,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",4,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",4,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",4,NA,"out","in","Ranunculus inamoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",4,NA,"out","in","Fragaria virginiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",5,"A","in","in","Mertensia fusiformis",4,1,2,2,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",5,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",5,"C","in","in","Mertensia fusiformis",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",5,"C","in","in","Ranunculus inamoenus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",5,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",3,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",3,"C","in","in","Ranunculus inamoenus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",3,"B","in","in","Mertensia fusiformis",6,2,3,4,4,5,1,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",3,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",3,NA,"out","in","Fragaria virginiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-19,"401 Trail",6,NA,"out","in","Delphinium nuttallianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",6,"A","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",6,"A","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",6,"B","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",6,"B","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",6,"C","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",6,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",6,NA,"out","in","Fragaria virginiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",6,NA,"out","in","Ranunculus inamoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",1,"A","in","in","Mertensia fusiformis",7,8,5,5,1,4,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",1,"A","in","in","Viola praemorsa",5,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",1,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",1,"C","in","in","Viola praemorsa",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",1,"C","in","in","Mertensia fusiformis",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",1,"D","in","in","Mertensia fusiformis",3,4,6,8,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",1,NA,"out","in","Fragaria virginiana",2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",3,"D","in","in","Mertensia fusiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",3,"C","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",3,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",3,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",3,NA,"out","in","Claytonia lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",3,NA,"out","in","Viola praemorsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",3,NA,"out","in","Ranunculus inamoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",2,"D","in","in","Mertensia fusiformis",3,2,1,5,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",2,"C","in","in","Mertensia fusiformis",15,3,6,2,8,9,6,6,5,2,1,"",2019
2019-06-21,"401 Trail",2,"B","in","in","Viola praemorsa",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",2,"A","in","in","Mertensia fusiformis",2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,"D","in","in","Viola praemorsa",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,"D","in","in","Pseudocymopterus montanus",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,"D","in","in","Ranunculus inamoenus",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,"C","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,"C","in","in","Pseudocymopterus montanus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,"C","in","in","Viola praemorsa",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,"B","in","in","Taraxacum officinale",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,"B","in","in","Pseudocymopterus montanus",14,1,1,1,1,1,1,1,1,1,1,"",2019
2019-06-21,"401 Trail",4,"A","in","in","Pseudocymopterus montanus",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",4,NA,"out","in","Fragaria virginiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",5,"A","in","in","Mertensia fusiformis",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",5,"B","in","in","Mertensia fusiformis",4,1,4,8,3,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",5,"B","in","in","Ranunculus inamoenus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",5,"C","in","in","Mertensia fusiformis",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",5,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-21,"401 Trail",5,NA,"out","in","Viola praemorsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",1,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",1,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",1,"C","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",1,"D","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",1,NA,"out","in","Mertensia fusiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",1,NA,"out","in","Viola praemorsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",1,NA,"out","in","Ranunculus inamoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",3,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",3,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",3,"C","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",3,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",3,NA,"out","in","Mertensia fusiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",3,NA,"out","in","Viola praemorsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",3,NA,"out","in","Androsace septentrionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",4,"A","in","in","Delphinium nuttallianum",4,2,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",4,"A","in","in","Taraxacum officinale",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",4,"B","in","in","Delphinium nuttallianum",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",4,"B","in","in","Taraxacum officinale",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",4,"C","in","in","Taraxacum officinale",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",4,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",4,NA,"out","in","Viola praemorsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",2,"A","in","in","Mertensia fusiformis",1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",2,"B","in","in","Mertensia fusiformis",3,2,3,5,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",2,"C","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",2,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",2,NA,"out","in","Viola praemorsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",2,NA,"out","in","Delphinium nuttallianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",5,"D","in","in","Androsace septentrionalis",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",5,"D","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",5,"C","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",5,"B","in","in","Mertensia fusiformis",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",5,"A","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",5,"A","in","in","Mertensia fusiformis",6,5,2,4,1,1,2,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",5,NA,"out","in","Ranunculus inamoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",6,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",6,"B","in","in","Mertensia fusiformis",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-24,"Waterfall",6,"C","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",2019
2019-06-24,"Waterfall",6,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",2,"D","in","in","Viola praemorsa",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",2,"D","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",2,"D","in","in","Mertensia fusiformis",2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",2,"C","in","in","Viola praemorsa",5,1,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",2,"C","in","in","Mertensia fusiformis",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",2,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",2,"A","in","in","Viola praemorsa",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",1,"D","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",1,"D","in","in","Mertensia fusiformis",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",1,"D","in","in","Viola praemorsa",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",1,"C","in","in","Mertensia fusiformis",13,4,2,3,1,1,1,3,2,6,4,"",2019
2019-06-25,"401 Trail",1,"C","in","in","Viola praemorsa",7,1,1,1,1,1,1,1,NA,NA,NA,"",2019
2019-06-25,"401 Trail",1,"B","in","in","Ranunculus inamoenus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",1,"B","in","in","Fragaria virginiana",6,1,2,1,5,3,6,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",1,"B","in","in","Viola praemorsa",5,1,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",1,"A","in","in","Ranunculus inamoenus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",3,"A","in","in","Fragaria virginiana",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",3,"A","in","in","Viola praemorsa",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",3,"B","in","in","Ranunculus inamoenus",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",3,"B","in","in","Fragaria virginiana",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",3,"B","in","in","Mertensia fusiformis",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",3,"C","in","in","Viola praemorsa",7,1,1,1,1,1,1,1,NA,NA,NA,"",2019
2019-06-25,"401 Trail",3,"C","in","in","Claytonia lanceolata",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",3,"D","in","in","Claytonia lanceolata",3,2,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",6,"A","in","in","Pseudocymopterus montanus",7,1,1,1,1,1,1,1,NA,NA,NA,"",2019
2019-06-25,"401 Trail",6,"B","in","in","Pseudocymopterus montanus",7,1,1,1,1,1,1,1,NA,NA,NA,"",2019
2019-06-25,"401 Trail",6,"B","in","in","Delphinium nuttallianum",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",6,"B","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",6,"C","in","in","Pseudocymopterus montanus",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",6,"D","in","in","Ranunculus inamoenus",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"A","in","in","Viola praemorsa",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"A","in","in","Pseudocymopterus montanus",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"B","in","in","Pseudocymopterus montanus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"C","in","in","Taraxacum officinale",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"C","in","in","Ranunculus inamoenus",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"C","in","in","Viola praemorsa",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"D","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"D","in","in","Ranunculus inamoenus",5,3,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"D","in","in","Pseudocymopterus montanus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",5,"D","in","in","Viola praemorsa",8,1,1,1,1,1,1,1,1,NA,NA,"",2019
2019-06-25,"401 Trail",5,NA,"out","in","Fragaria virginiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",4,"A","in","in","Mertensia fusiformis",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",4,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",4,"C","in","in","Ranunculus inamoenus",3,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",4,"D","in","in","Ranunculus inamoenus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-25,"401 Trail",4,NA,"out","in","Taraxacum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",5,"A","in","in","Viola praemorsa",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",5,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",5,"C","in","in","Mertensia fusiformis",8,7,1,3,3,1,1,2,2,NA,NA,"",2019
2019-06-26,"Waterfall",5,"D","in","in","Mertensia fusiformis",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",4,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",4,"B","in","in","Delphinium nuttallianum",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",4,"C","in","in","Pseudocymopterus montanus",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",4,"D","in","in","Mertensia fusiformis",2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",2,"A","in","in","Delphinium nuttallianum",2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",2,"B","in","in","Delphinium nuttallianum",10,6,4,5,2,2,7,3,5,4,3,"",2019
2019-06-26,"Waterfall",2,"C","in","in","Delphinium nuttallianum",4,1,5,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",2,"D","in","in","Mertensia fusiformis",4,1,2,1,3,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",2,NA,"out","in","Pseudocymopterus montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",2,NA,"out","in","Ranunculus inamoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",2,NA,"out","in","Taraxacum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",3,"D","in","in","Mertensia fusiformis",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",3,"C","in","in","Mertensia fusiformis",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",3,"B","in","in","Mertensia fusiformis",4,7,7,5,9,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",3,"A","in","in","Ranunculus inamoenus",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",3,"A","in","in","Mertensia fusiformis",3,5,10,4,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",3,"A","in","in","Pseudocymopterus montanus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",6,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",6,"B","in","in","Taraxacum officinale",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",6,"C","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",6,"C","in","in","Delphinium nuttallianum",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",6,"D","in","in","Androsace septentrionalis",4,5,2,4,2,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",6,"D","out","in","Ranunculus inamoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",1,"D","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",1,"B","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",1,"A","in","in","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",1,"C","in","in","Mertensia fusiformis",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",1,"C","in","in","Androsace septentrionalis",4,3,3,6,2,NA,NA,NA,NA,NA,NA,"",2019
2019-06-26,"Waterfall",1,NA,"out","in","Ranunculus inamoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",6,"A","in","in","Taraxacum officinale",9,1,1,1,1,1,1,1,1,1,NA,"",2019
2019-06-27,"401 Trail",6,"A","in","in","Pseudocymopterus montanus",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",6,"A","in","in","Fragaria virginiana",8,1,1,1,1,1,1,1,1,NA,NA,"",2019
2019-06-27,"401 Trail",6,"B","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",6,"B","in","in","Pseudocymopterus montanus",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",6,"B","in","in","Mertensia fusiformis",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",6,"C","in","in","Taraxacum officinale",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",6,"C","in","in","Delphinium nuttallianum",6,2,3,1,1,2,1,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",6,"D","in","in","Delphinium nuttallianum",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",5,"A","in","in","Viola praemorsa",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",5,"B","in","in","Viola praemorsa",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",5,"C","in","in","Viola praemorsa",13,1,1,1,1,1,1,1,1,1,1,"",2019
2019-06-27,"401 Trail",5,"C","in","in","Mertensia fusiformis",4,7,4,1,2,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",5,"D","in","in","Mertensia fusiformis",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-06-27,"401 Trail",5,"D","in","in","Viola praemorsa",20,1,1,1,1,1,1,1,1,1,1,"",2019
